0,MAIN__,2250406471
1,__config_MOD_loadconfig,6099514
2,__libc_start_main,-14156271848
3,__variables_MOD_init_variables,34311176
4,adjust_ufvf_,131291748
5,adjust_uv_,104117078
6,advave_,197170770
7,advct_,308217051
8,baropg_,452905777
9,bcond1_,34990746
10,bcond2_ua_,84390950
11,bcond2_va_,26083199
12,bcond3_u_,57117434
13,bcond3_v_,73105334
14,bcond4_,413192082
15,bcond6_,237070089
16,bottom_friction_,26907237
17,dens_,375492532
18,external_el_,58054326
19,external_ua_,126702052
20,external_update_,350090219
21,external_va_,133012409
22,get_time_,8414
23,init_fields_,59466
24,internal_q_,1671563596
25,internal_t_,918355168
26,internal_u_,520668629
27,internal_update_,3777723
28,internal_v_,411494376
29,internal_w_,183009871
30,lateral_bc_,5926
31,lateral_viscosity_,69578955
32,main,19347
33,mode_interaction_,187049480
34,print_section_,168860547
35,read_init_,4290854425
36,smoth_update1_,10563779
37,smoth_update_,36552377
38,surface_forcing_,8077844
39,update_initial_,178875248
all time: 14140103365 14140.1 ms
error time: 16.1685 ms
