0,MAIN__,2262311773
1,__config_MOD_loadconfig,7293208
2,__libc_start_main,-13416923713
3,__variables_MOD_init_variables,26677701
4,adjust_ufvf_,131510807
5,adjust_uv_,116187024
6,advave_,197414240
7,advct_,279505805
8,baropg_,412075074
9,bcond1_,46741174
10,bcond2_ua_,98699318
11,bcond2_va_,26456102
12,bcond3_u_,79543465
13,bcond3_v_,66714167
14,bcond4_,402592722
15,bcond6_,213648455
16,bottom_friction_,27603851
17,dens_,332499728
18,external_el_,63381228
19,external_ua_,152544974
20,external_update_,321909608
21,external_va_,142962256
22,get_time_,8339
23,init_fields_,102586
24,internal_q_,1524595493
25,internal_t_,833335264
26,internal_u_,470328544
27,internal_update_,3791300
28,internal_v_,355528602
29,internal_w_,188288971
30,lateral_bc_,6552
31,lateral_viscosity_,63421531
32,main,20126
33,mode_interaction_,194997815
34,print_section_,147871922
35,read_init_,4001876876
36,smoth_update1_,9383458
37,smoth_update_,41821651
38,surface_forcing_,7978532
39,update_initial_,149163501
all time: 13400793743 13400.8 ms
error time: 16.13 ms
