id,funcname,4,6,16,24,36,48,52,64,84,96
0,external_el_,61481329,52524018,42182634,38814098,38281648,38377473,73149027,50666863,36434636,35803254
1,bcond2_ua_,127336801,109072911,83749800,79932388,76435564,80393543,111000650,89172588,93307452,67956827
2,MPI_Bcast,6969750,31614828,41688538,32054353,65124572,58941649,58112226,61566819,46197178,75441582
3,MPI_Type_commit,7225905,7483009,9010758,9456752,10709078,13023478,14854496,15215389,18462690,20147286
4,bcond6_,754829442,591526100,308830383,245788681,212924292,230192220,237908313,186016938,240954548,208028091
5,bcond3_u_,145784123,111869726,62306112,78347080,58932651,44230220,45153611,46703610,59668740,37031581
6,baropg_,2345576993,1622874742,716823264,508318232,389447751,355975783,335400787,305556089,301520472,252079052
7,MPI_Comm_free,170441,386598,201808,658713,344238,902638,895751,461142,488083,316010
8,external_va_,175074996,152743487,117509825,114175732,110017103,108472877,104676423,105767909,103782256,132148432
9,__libc_start_main,-44835735900,-35591173478,-18431456650,-15725168250,-13348699610,-13078779977,-12675930578,-11910807313,-11917293654,-11517016511
10,internal_update_,12397070,8716924,4444877,3788397,3510263,3138467,3333064,3037396,3149885,2915629
11,init_fields_,51454,50718,51254,51806,51718,52557,52842,51353,52750,51373
12,dens_,780270414,722635210,385701100,311779210,333000471,328801043,303351473,310741876,359248934,332927379
13,MPI_Type_free,201513,246961,357777,438521,574813,717964,756666,891396,1106965,1249677
14,internal_v_,2577026916,1798491436,738902488,549199652,430593659,364280878,310349644,278043022,268827291,235809044
15,MPI_Type_size,103667,102008,106759,81979,61342,55915,57300,61239,64542,54203
16,MPI_Waitall,417944667,623547755,89988513,107167737,91429424,104094349,65425215,76086375,88887927,73425631
17,mpi_get_processor_name_,1055,1055,1043,1289,1073,1025,977,1017,1184,1061
18,surface_forcing_,21107930,16331565,10318034,8384342,8256719,7709014,7677537,7502801,7244791,7132530
19,MPI_Get_processor_name,3529,3883,3700,3596,3489,3611,4542,3881,3606,4165
20,MPI_Init,2019006832,2028357655,2047226699,2065812883,2049418924,2024166484,2055585128,2027455986,2045494049,2022609856
21,internal_t_,6588854398,4507642893,1755317712,1334088137,928950088,921752018,718438031,594658447,511734596,541161118
22,__config_MOD_loadconfig,3922805,4367553,5083085,4358107,5837747,4943486,12739121,5513914,16512592,7668822
23,mpi_comm_rank_,1238,1394,1247,1561,998,1231,1374,1379,1114,1092
24,get_time_,7814,8005,7666,7910,7980,7629,7964,8482,7575,7967
25,external_update_,337392762,293132272,262180141,223952141,214953314,206081802,289670002,204997561,301885084,209244007
26,bcond1_,42214134,39504306,35890584,32751904,33344106,32864736,31379787,50473354,31949117,30109160
27,read_init_,5993004556,7074318070,4434652238,4101170627,3845871167,3839967079,3655541291,3749451097,3725176240,3701997628
28,main,22181,19667,19943,19334,20308,19336,19779,19319,18504,18933
29,bcond2_va_,69867129,53891680,31563223,28194744,25604040,24231142,24951982,23738348,23251458,22572351
30,adjust_ufvf_,699343460,477484906,199008965,177951358,138927787,102959096,164306588,88551290,80055725,77147724
31,lateral_bc_,6103,6345,5770,5937,5198,4788,4904,4768,5544,5446
32,MPI_Comm_dup,3642590,5043945,6513216,8486376,9009247,9586749,9876301,13148431,12469704,13107783
33,update_initial_,232189799,193434146,145479186,134488934,130562821,127962357,124426816,140497739,161264842,119493419
34,external_ua_,164778152,149420897,117653034,115782831,109894257,109048273,126348557,113273628,134774946,138410793
35,bcond3_v_,121683104,92448927,55723543,71624160,42319193,42926660,42422164,38598949,48464350,36449879
36,bottom_friction_,28317985,27834657,23861005,24080779,24308428,23789398,37570654,25311127,24421167,24012307
37,MPI_Recv,1243350711,845411688,267080778,308096663,198654446,201250267,215296246,201586824,172733375,162474258
38,MPI_Barrier,53205780,296449818,132626645,154801653,132648878,184098051,201160060,227234623,243701199,210408179
39,advave_,156841660,168098470,204178786,142760201,133975624,135041848,131834220,174952250,137811660,212438715
40,mpi_comm_size_,382,492,499,568,363,446,511,404,329,471
