func,16,24,32,40,48,56,64,72,80,88,96,104,112
total_pre,0.13951442708567832,0.07167105902593846,0.029179780323827398,0.0018023160885361489,-0.014958390888244077,-0.023589057243638634,-0.025658458898349168,-0.02224354571073711,-0.01412810923368496,-0.0019074367890323796,0.013951445803551787,0.005305130502801347,0.0015634356535005889
