MPI_Recv,bcond3_v_, 9, 4548784, 4549288
MPI_Recv,internal_v_, 73, 9306975, 9315123
MPI_Recv,internal_t_, 72, 79569960, 79572041
MPI_Recv,baropg_, 22, 3454683, 3458413
MPI_Recv,MAIN__, 64, 1021764, 1023150
MPI_Recv,external_update_, 80, 1954764, 1962272
MPI_Recv,internal_u_, 82, 104082072, 104092966
MPI_Recv,external_ua_, 253, 20563202, 20579269
MPI_Recv,advave_, 140, 45660822, 45666797
MPI_Recv,external_va_, 213, 29178151, 29190953
MPI_Recv,bcond3_u_, 18, 6729574, 6730684
MPI_Recv,internal_q_, 90, 28384000, 28386258
MPI_Recv,bcond6_, 2, 9269729, 9270698
MPI_Recv,advct_, 140, 34630702, 34639434
kernel_host_13005850972175828160,adjust_uv_, 9, 2103922, 2104726
kernel_host_9872960228072659106,bcond4_, 36, 19023426, 19037032
kernel_host_13767876723361870048,smoth_update_, 18, 4779365, 4780790
kernel_host_13767876723361870048,smoth_update1_, 18, 4762167, 4763589
kernel_host_5579468312897313468,bcond6_, 18, 7806563, 7807915
MPI_Send,external_update_, 50, 179716, 180794
MPI_Send,print_section_, 5, 16800, 16908
kernel_host_1406632355128019739,external_el_, 50, 2655434, 2657102
kernel_host_5251974738527917755,internal_u_, 9, 437652, 437937
kernel_host_8383241828137858514,internal_t_, 18, 900935, 902289
kernel_host_11078693922887474255,bcond1_, 50, 1798219, 1810107
kernel_host_11078693922887474255,bcond2_va_, 50, 1744465, 1748982
kernel_host_11078693922887474255,bcond2_ua_, 50, 1674410, 1680224
kernel_host_11078693922887474255,print_section_, 1, 39771, 39802
kernel_host_16025009267156524296,external_ua_, 10, 471009, 471253
MPI_Waitall,read_init_, 130, 107480, 110173
MPI_Waitall,bcond3_v_, 18, 2512262, 2513548
MPI_Waitall,internal_v_, 18, 35103, 35457
MPI_Waitall,external_el_, 160, 713217, 715909
MPI_Waitall,internal_t_, 190, 3386486, 3393983
MPI_Waitall,baropg_, 118, 49182, 51476
MPI_Waitall,MAIN__, 976, 15070195, 15088790
MPI_Waitall,external_update_, 50, 150179, 151060
MPI_Waitall,internal_u_, 136, 85797, 88652
MPI_Waitall,lateral_viscosity_, 20, 209405, 209913
MPI_Waitall,external_ua_, 50, 141383, 142409
MPI_Waitall,dens_, 118, 423044, 425318
MPI_Waitall,advave_, 100, 347230, 350092
MPI_Waitall,internal_w_, 18, 4482680, 4483061
MPI_Waitall,external_va_, 30, 103486, 104096
MPI_Waitall,bcond3_u_, 18, 31866, 32652
MPI_Waitall,print_section_, 6, 16452, 16567
MPI_Waitall,internal_q_, 114, 395787, 401130
MPI_Waitall,bcond6_, 2, 30663, 30715
MPI_Waitall,advct_, 98, 14012542, 14018596
kernel_host_13029536952378754949,internal_q_, 9, 7341163, 7342758
kernel_host_17572185407420011884,bcond6_, 18, 2594622, 2596357
bottom_friction_,MAIN__, 1, 32384663, 32384679
kernel_host_1513189204643337441,external_update_, 10, 345557, 346155
kernel_host_1513189204643337441,internal_q_, 18, 614711, 615642
read_init_,__variables_MOD_init_variables, 1, 4004234272, 4004234285
MPI_Allreduce,print_section_, 5, 16971375, 16972783
kernel_host_18194556031340472576,external_update_, 40, 1505524, 1506606
bcond1_,external_el_, 50, 49103147, 49110001
kernel_host_11785900214035726808,adjust_ufvf_, 18, 4187981, 4188841
bcond3_v_,internal_v_, 9, 45986434, 45987234
