0,MAIN__,2212959660
1,__config_MOD_loadconfig,5650077
2,__libc_start_main,-47579616232
3,__variables_MOD_init_variables,119964126
4,adjust_ufvf_,730462967
5,adjust_uv_,627511747
6,advave_,171484607
7,advct_,693807175
8,baropg_,2506542600
9,bcond1_,46280710
10,bcond2_ua_,129089272
11,bcond2_va_,73474182
12,bcond3_u_,217852689
13,bcond3_v_,190411799
14,bcond4_,1862367766
15,bcond6_,811512570
16,bottom_friction_,29575402
17,dens_,797114596
18,external_el_,69437083
19,external_ua_,192283668
20,external_update_,375473670
21,external_va_,224615052
22,get_time_,8368
23,init_fields_,58567
24,internal_q_,11435801188
25,internal_t_,7658304248
26,internal_u_,3190752512
27,internal_update_,13021925
28,internal_v_,2871716837
29,internal_w_,1297044034
30,lateral_bc_,7136
31,lateral_viscosity_,319293924
32,main,18031
33,mode_interaction_,1471835400
34,print_section_,163773944
35,read_init_,6546035740
36,smoth_update1_,112019443
37,smoth_update_,133618145
38,surface_forcing_,21539099
39,update_initial_,240725296
all time: 47563445255 47563.4 ms
error time: 16.171 ms
